Condominium Number,Property Address,Roll Number,Sale Year,Sale Month,Sale Price,Time Adjust Sale Price
372,19 - 2655 MAIN ST,5003802800,2017,5,"$290,000","$295,800"
372,2 - 2655 MAIN ST,5003801200,2017,10,"$325,000","$328,300"
372,20 - 2655 MAIN ST,5003802900,2016,8,"$316,000","$326,400"
372,20 - 2655 MAIN ST,5003802900,2018,2,"$303,000","$303,600"
372,30 - 2655 MAIN ST,5003803900,2016,4,"$325,000","$334,100"
372,33 - 2655 MAIN ST,5003804200,2016,7,"$336,300","$346,700"
372,4 - 2655 MAIN ST,5003801400,2017,11,"$325,000","$327,600"
372,42 - 2655 MAIN ST,5003805100,2016,12,"$289,900","$298,600"
372,6 - 2655 MAIN ST,5003801600,2018,3,"$275,000","$275,000"
431,103 - 491 MANDALAY DR,5009146600,2017,5,"$136,000","$137,400"
431,203 - 491 MANDALAY DR,5009147600,2017,8,"$137,000","$138,000"
917,3 - 776 MANITOBA AVE,14100123840,2016,2,"$150,194","$151,500"
309,10 - 18 MAPLERIDGE AVE,3042752200,2016,1,"$189,000","$193,700"
309,3 - 18 MAPLERIDGE AVE,3042751500,2017,9,"$199,900","$202,300"
963,201 - 250 MARION ST,6093463865,2016,5,"$261,531","$264,700"
963,202 - 250 MARION ST,6093463870,2016,5,"$319,671","$323,500"
963,203 - 250 MARION ST,6093463875,2017,3,"$349,000","$353,200"
963,205 - 250 MARION ST,6093463885,2016,6,"$262,500","$265,900"
963,206 - 250 MARION ST,6093463840,2016,7,"$259,690","$263,300"
963,301 - 250 MARION ST,6093463915,2016,5,"$271,221","$274,500"
963,305 - 250 MARION ST,6093463935,2016,4,"$271,221","$274,200"
963,306 - 250 MARION ST,6093463890,2016,5,"$264,922","$268,100"
963,308 - 250 MARION ST,6093463900,2016,6,"$365,000","$369,700"
963,310 - 250 MARION ST,6093463910,2016,5,"$261,531","$264,700"
963,408 - 250 MARION ST,6093463945,2016,5,"$402,740","$407,600"
670,6 - 445 MARION ST,6093287400,2018,3,"$113,000","$113,000"
670,9 - 445 MARION ST,6093287700,2018,3,"$112,000","$112,000"
788,302 - 133 MARKET AVE,13096174600,2016,8,"$181,000","$183,700"
994,201 - 139 MARKET AVE,13099070790,2017,11,"$199,155","$200,000"
994,203 - 139 MARKET AVE,13099070780,2018,3,"$252,942","$252,900"
994,206 - 139 MARKET AVE,13099070765,2017,7,"$168,045","$169,400"
994,207 - 139 MARKET AVE,13099070760,2018,3,"$167,505","$167,500"
994,211 - 139 MARKET AVE,13099070705,2017,8,"$238,723","$240,400"
994,212 - 139 MARKET AVE,13099070710,2017,8,"$184,714","$186,000"
994,213 - 139 MARKET AVE,13099070715,2017,9,"$249,875","$251,400"
994,214 - 139 MARKET AVE,13099070720,2017,8,"$171,465","$172,700"
994,215 - 139 MARKET AVE,13099070725,2017,10,"$217,245","$218,300"
994,217 - 139 MARKET AVE,13099070735,2017,11,"$168,605","$169,300"
994,218 - 139 MARKET AVE,13099070740,2017,8,"$181,005","$182,300"
994,301 - 139 MARKET AVE,13099070880,2017,10,"$209,705","$210,800"
994,303 - 139 MARKET AVE,13099070870,2017,8,"$259,625","$261,400"
994,305 - 139 MARKET AVE,13099070860,2017,10,"$170,065","$170,900"
994,306 - 139 MARKET AVE,13099070855,2018,2,"$169,005","$169,200"
994,307 - 139 MARKET AVE,13099070850,2018,2,"$167,615","$167,800"
994,310 - 139 MARKET AVE,13099070835,2017,12,"$171,135","$171,600"
994,311 - 139 MARKET AVE,13099070795,2017,11,"$246,805","$247,800"
994,312 - 139 MARKET AVE,13099070800,2017,12,"$195,485","$196,100"
994,313 - 139 MARKET AVE,13099070805,2017,11,"$269,935","$271,000"
994,314 - 139 MARKET AVE,13099070810,2017,8,"$165,745","$166,900"
994,315 - 139 MARKET AVE,13099070815,2017,9,"$234,055","$235,500"
994,317 - 139 MARKET AVE,13099070825,2017,12,"$173,105","$173,600"
994,318 - 139 MARKET AVE,13099070830,2017,12,"$186,005","$186,600"
994,401 - 139 MARKET AVE,13099070970,2017,8,"$215,495","$217,000"
994,403 - 139 MARKET AVE,13099070960,2017,11,"$254,055","$255,100"
994,405 - 139 MARKET AVE,13099070950,2017,8,"$170,135","$171,300"
994,406 - 139 MARKET AVE,13099070945,2018,2,"$171,505","$171,700"
994,407 - 139 MARKET AVE,13099070940,2017,12,"$171,555","$172,100"
994,408 - 139 MARKET AVE,13099070935,2017,9,"$188,045","$189,200"
994,410 - 139 MARKET AVE,13099070925,2018,1,"$174,045","$174,400"
994,411 - 139 MARKET AVE,13099070885,2017,8,"$231,850","$233,500"
994,412 - 139 MARKET AVE,13099070890,2017,10,"$195,785","$196,800"
994,413 - 139 MARKET AVE,13099070895,2017,8,"$256,935","$258,700"
994,414 - 139 MARKET AVE,13099070900,2017,10,"$171,985","$172,800"
994,415 - 139 MARKET AVE,13099070905,2017,12,"$236,705","$237,400"
994,417 - 139 MARKET AVE,13099070915,2018,2,"$175,235","$175,400"
994,418 - 139 MARKET AVE,13099070920,2017,10,"$190,435","$191,400"
994,501 - 139 MARKET AVE,13099071020,2017,8,"$307,975","$310,100"
994,503 - 139 MARKET AVE,13099071000,2017,8,"$256,625","$258,400"
994,504 - 139 MARKET AVE,13099070995,2017,8,"$268,115","$270,000"
994,505 - 139 MARKET AVE,13099070975,2017,7,"$284,357","$286,600"
994,507 - 139 MARKET AVE,13099070985,2017,12,"$179,735","$180,300"
994,508 - 139 MARKET AVE,13099070990,2017,11,"$207,695","$208,500"
994,601 - 139 MARKET AVE,13099071010,2017,10,"$279,985","$281,400"
994,602 - 139 MARKET AVE,13099071005,2017,8,"$333,072","$335,400"
160,1 - 1324 MARKHAM RD,3091725500,2017,2,"$197,500","$200,100"
160,8 - 1324 MARKHAM RD,3091726300,2017,9,"$206,000","$207,200"
264,12 - 90 MARLOW CRT,5004711900,2017,4,"$94,000","$95,000"
264,17 - 90 MARLOW CRT,5004712400,2018,1,"$96,500","$96,700"
264,24 - 90 MARLOW CRT,5004712900,2016,10,"$112,000","$113,900"
264,5 - 90 MARLOW CRT,5004711400,2016,8,"$84,000","$85,300"
988,301 - 54 MARYLAND ST,12097805085,2017,5,"$241,680","$244,100"
988,303 - 54 MARYLAND ST,12097805095,2017,5,"$239,200","$241,600"
988,401 - 54 MARYLAND ST,12097805100,2017,6,"$263,275","$265,600"
988,402 - 54 MARYLAND ST,12097805105,2017,5,"$248,250","$250,700"
95,101 - 70 MARYLAND ST,12090045100,2016,5,"$189,900","$195,400"
95,102 - 70 MARYLAND ST,12090045200,2016,10,"$177,000","$183,200"
95,110 - 70 MARYLAND ST,12090046000,2016,6,"$177,500","$182,800"
95,111 - 70 MARYLAND ST,12090046100,2017,2,"$180,000","$184,700"
95,112 - 70 MARYLAND ST,12090046200,2016,11,"$175,500","$181,300"
95,117 - 70 MARYLAND ST,12090046700,2016,2,"$188,000","$192,900"
274,1 - 207 MASSON ST,6060060200,2016,9,"$220,000","$223,500"
325,303 - 223 MASSON ST,6061322300,2016,10,"$245,000","$249,200"
175,204 - 640 MATHIAS AVE,11050753100,2017,6,"$208,000","$209,900"
175,207 - 640 MATHIAS AVE,11050753600,2016,6,"$190,000","$192,500"
175,209 - 640 MATHIAS AVE,11050753700,2017,11,"$189,500","$190,300"
175,212 - 640 MATHIAS AVE,11050752700,2017,6,"$218,000","$220,000"
175,302 - 640 MATHIAS AVE,11050754400,2016,3,"$226,000","$228,300"
175,401 - 640 MATHIAS AVE,11050755700,2016,6,"$215,000","$217,800"
175,505 - 640 MATHIAS AVE,11050757100,2016,11,"$180,000","$182,900"
175,512 - 640 MATHIAS AVE,11050756300,2016,8,"$210,000","$213,200"
175,606 - 640 MATHIAS AVE,11050757800,2017,4,"$182,000","$184,000"
175,612 - 640 MATHIAS AVE,11050757500,2017,12,"$205,000","$205,600"
790,201 - 680 MATHIAS AVE,11051792800,2016,8,"$225,000","$228,400"
790,207 - 680 MATHIAS AVE,11051792500,2016,7,"$221,900","$225,000"
790,304 - 680 MATHIAS AVE,11051793000,2016,3,"$195,000","$197,000"
790,306 - 680 MATHIAS AVE,11051793100,2016,7,"$227,000","$230,200"
790,404 - 680 MATHIAS AVE,11051793800,2016,7,"$225,000","$228,200"
790,405 - 680 MATHIAS AVE,11051794200,2017,5,"$230,000","$232,300"
354,8 MAYFIELD CRES,1001102300,2016,5,"$316,500","$325,700"
354,22 MAYFIELD CRES,1001103000,2017,4,"$370,000","$378,100"
455,770 MCMILLAN AVE,12097522900,2016,6,"$305,000","$314,200"
104,12B - 778 MCMILLAN AVE,12022645700,2017,8,"$145,000","$146,000"
104,22A - 778 MCMILLAN AVE,12022647100,2016,6,"$168,000","$170,200"
104,22B - 778 MCMILLAN AVE,12022646900,2016,1,"$173,800","$175,200"
104,27B - 778 MCMILLAN AVE,12022646500,2016,6,"$175,000","$177,300"
104,31A - 778 MCMILLAN AVE,12022648400,2017,8,"$209,900","$211,400"
104,31B - 778 MCMILLAN AVE,12022648200,2016,11,"$195,000","$198,100"
626,102 - 820 MCMILLAN AVE,12097698900,2017,6,"$109,000","$110,000"
626,103 - 820 MCMILLAN AVE,12097698700,2016,8,"$159,000","$161,400"
626,107 - 820 MCMILLAN AVE,12097698500,2016,9,"$175,000","$177,800"
626,203 - 820 MCMILLAN AVE,12097699400,2016,7,"$180,000","$182,500"
488,1121 MCMILLAN AVE,12097654000,2017,4,"$280,000","$286,200"
880,301 - 216 MELROSE AVE W,9010473255,2017,6,"$250,000","$252,300"
880,305 - 216 MELROSE AVE W,9010473260,2016,7,"$234,000","$237,300"
880,313 - 216 MELROSE AVE W,9010473280,2016,5,"$237,000","$239,800"
880,406 - 216 MELROSE AVE W,9010473390,2017,5,"$237,000","$239,400"
880,411 - 216 MELROSE AVE W,9010473350,2016,9,"$204,500","$207,800"
880,412 - 216 MELROSE AVE W,9010473375,2018,2,"$180,000","$180,200"
579,14 MORELLO BAY,5009313600,2017,5,"$273,000","$278,500"
579,21 MORELLO BAY,5009312200,2016,8,"$279,000","$288,200"
579,47 MORELLO BAY,5009310900,2017,7,"$281,000","$285,500"
579,49 MORELLO BAY,5009310800,2016,11,"$288,000","$297,500"
871,2 - 15 MORIER AVE,8081219510,2016,4,"$248,900","$255,900"
872,1 - 17 MORIER AVE,8081221085,2016,1,"$249,900","$256,100"
872,2 - 17 MORIER AVE,8081221090,2016,6,"$244,000","$251,300"
642,6 - 282 MOUNTAIN AVE,14100049900,2016,11,"$70,200","$71,300"
642,9 - 282 MOUNTAIN AVE,14100050200,2016,11,"$58,000","$58,900"
957,101 - 276 MURRAY AVE,5009424975,2016,11,"$271,318","$275,700"
957,102 - 276 MURRAY AVE,5009424980,2016,8,"$276,066","$280,200"
957,103 - 276 MURRAY AVE,5009424985,2017,9,"$271,318","$272,900"
957,104 - 276 MURRAY AVE,5009424990,2016,7,"$271,318","$275,100"
957,105 - 276 MURRAY AVE,5009424995,2016,4,"$276,066","$279,100"
957,106 - 276 MURRAY AVE,5009425000,2016,11,"$285,853","$290,400"
957,107 - 276 MURRAY AVE,5009425005,2017,1,"$271,221","$275,000"
957,108 - 276 MURRAY AVE,5009425010,2016,12,"$280,911","$285,100"
957,109 - 276 MURRAY AVE,5009425015,2016,10,"$276,163","$280,900"
957,201 - 276 MURRAY AVE,5009425020,2017,1,"$288,760","$292,800"
957,202 - 276 MURRAY AVE,5009425025,2016,7,"$289,900","$294,000"
957,203 - 276 MURRAY AVE,5009425030,2017,1,"$266,473","$270,200"
957,204 - 276 MURRAY AVE,5009425035,2016,2,"$292,076","$294,700"
957,205 - 276 MURRAY AVE,5009425040,2016,7,"$266,376","$270,100"
957,205 - 276 MURRAY AVE,5009425040,2017,6,"$260,000","$262,300"
957,206 - 276 MURRAY AVE,5009425055,2017,5,"$288,760","$291,600"
957,207 - 276 MURRAY AVE,5009425050,2016,7,"$261,628","$265,300"
957,208 - 276 MURRAY AVE,5009425065,2016,3,"$320,309","$323,500"
957,209 - 276 MURRAY AVE,5009425060,2016,4,"$284,399","$287,500"
957,210 - 276 MURRAY AVE,5009425045,2016,2,"$194,402","$196,200"
957,301 - 276 MURRAY AVE,5009425070,2016,2,"$299,184","$301,900"
957,302 - 276 MURRAY AVE,5009425075,2016,6,"$291,000","$294,800"
957,303 - 276 MURRAY AVE,5009425080,2017,7,"$276,163","$278,400"
957,304 - 276 MURRAY AVE,5009425085,2016,2,"$328,459","$331,400"
957,305 - 276 MURRAY AVE,5009425090,2017,6,"$276,163","$278,600"
957,306 - 276 MURRAY AVE,5009425105,2017,1,"$295,543","$299,700"
957,307 - 276 MURRAY AVE,5009425100,2016,10,"$276,066","$280,800"
957,308 - 276 MURRAY AVE,5009425115,2016,3,"$301,122","$304,100"
957,309 - 276 MURRAY AVE,5009425110,2016,2,"$309,547","$312,300"
957,310 - 276 MURRAY AVE,5009425095,2016,3,"$193,702","$195,600"
136,108 - 50 NASSAU ST N,12032575700,2016,5,"$168,000","$170,000"
136,109 - 50 NASSAU ST N,12032575800,2017,2,"$159,900","$162,000"
136,305 - 50 NASSAU ST N,12032577800,2016,9,"$120,000","$121,900"
30,1008 - 55 NASSAU ST N,12032766300,2016,5,"$206,000","$208,500"
30,1105 - 55 NASSAU ST N,12032766800,2017,12,"$175,250","$175,800"
30,1206 - 55 NASSAU ST N,12032767700,2017,12,"$220,000","$220,700"
30,1306 - 55 NASSAU ST N,12032768500,2017,8,"$218,000","$219,500"
30,1307 - 55 NASSAU ST N,12032788800,2017,6,"$237,000","$239,100"
30,1401 - 55 NASSAU ST N,12032768700,2016,9,"$180,000","$182,900"
30,1503 - 55 NASSAU ST N,12032769700,2017,9,"$225,000","$226,400"
30,1707 - 55 NASSAU ST N,12032771700,2017,8,"$257,000","$258,800"
30,1802 - 55 NASSAU ST N,12032772000,2017,8,"$240,000","$241,700"
30,1807 - 55 NASSAU ST N,12032772500,2017,2,"$223,000","$225,900"
30,1808 - 55 NASSAU ST N,12032772600,2016,7,"$178,000","$180,500"
30,2003 - 55 NASSAU ST N,12032773700,2017,6,"$233,000","$235,100"
30,2004 - 55 NASSAU ST N,12032773800,2016,3,"$230,000","$232,300"
30,201 - 55 NASSAU ST N,12032759300,2016,7,"$161,900","$164,200"
30,2102 - 55 NASSAU ST N,12032774400,2016,8,"$222,663","$226,000"
30,2105 - 55 NASSAU ST N,12032774700,2016,10,"$184,500","$187,600"
30,2204 - 55 NASSAU ST N,12032775400,2016,4,"$199,900","$202,100"
30,2407 - 55 NASSAU ST N,12032777300,2018,3,"$254,000","$254,000"
30,2803 - 55 NASSAU ST N,12032780100,2016,10,"$232,000","$235,900"
30,2906 - 55 NASSAU ST N,12032781200,2017,7,"$225,000","$226,800"
30,2907 - 55 NASSAU ST N,12032781300,2017,10,"$265,000","$266,300"
30,2908 - 55 NASSAU ST N,12032781400,2016,12,"$180,000","$182,700"
30,3003 - 55 NASSAU ST N,12032781700,2017,7,"$205,000","$206,600"
30,301 - 55 NASSAU ST N,12032760000,2017,9,"$198,000","$199,200"
30,308 - 55 NASSAU ST N,12032760700,2016,1,"$163,000","$164,300"
30,3107 - 55 NASSAU ST N,12032782900,2017,1,"$235,000","$238,300"
30,3205 - 55 NASSAU ST N,12032783500,2017,8,"$199,900","$201,300"
30,3207 - 55 NASSAU ST N,12032783700,2017,9,"$300,332","$302,100"
30,3308 - 55 NASSAU ST N,12032784600,2017,7,"$185,500","$187,000"
30,3506 - 55 NASSAU ST N,12032786000,2017,6,"$220,500","$222,500"
30,3602 - 55 NASSAU ST N,12032786400,2018,1,"$223,000","$223,400"
30,3702 - 55 NASSAU ST N,12032787200,2018,3,"$221,000","$221,000"
30,3707 - 55 NASSAU ST N,12032787700,2016,9,"$236,300","$240,100"
30,502 - 55 NASSAU ST N,12032761700,2016,5,"$215,000","$217,600"
30,505 - 55 NASSAU ST N,12032762000,2017,10,"$185,000","$185,900"
30,508 - 55 NASSAU ST N,12032762300,2016,4,"$170,000","$171,900"
30,602 - 55 NASSAU ST N,12032762500,2016,8,"$231,000","$234,500"
30,701 - 55 NASSAU ST N,12032763200,2017,9,"$170,000","$171,000"
30,804 - 55 NASSAU ST N,12032764300,2018,3,"$160,000","$160,000"
587,A - 207 NASSAU ST N,12097658200,2017,4,"$159,000","$162,500"
587,A - 211 NASSAU ST N,12097658000,2017,7,"$182,000","$184,900"
6,10 - 2825 NESS AVE,7080025100,2017,6,"$176,000","$179,200"
6,15 - 2825 NESS AVE,7080025500,2016,5,"$180,000","$185,200"
6,2 - 2825 NESS AVE,7080024200,2016,3,"$185,000","$190,000"
6,21 - 2825 NESS AVE,7080026100,2017,6,"$148,500","$151,200"
6,9 - 2825 NESS AVE,7080024900,2016,3,"$170,000","$174,600"
15,10 - 2859 NESS AVE,7080034100,2016,6,"$170,000","$175,100"
15,12 - 2859 NESS AVE,7080034300,2018,1,"$165,000","$165,700"
15,3 - 2859 NESS AVE,7080033400,2016,9,"$169,000","$174,700"
15,8 - 2859 NESS AVE,7080033900,2017,12,"$162,000","$163,000"
56,10 - 2871 NESS AVE,7080035900,2016,8,"$174,000","$179,700"
237,4 - 3862 NESS AVE,7208231400,2017,2,"$172,500","$177,000"
230,4 - 3863 NESS AVE,7208331400,2017,4,"$185,000","$189,100"
230,5 - 3863 NESS AVE,7208331300,2016,8,"$172,000","$177,700"
237,1 - 3864 NESS AVE,7208231700,2017,3,"$175,000","$179,200"
237,3 - 3864 NESS AVE,7208231900,2016,9,"$161,000","$166,500"
230,6 - 3865 NESS AVE,7208331800,2017,6,"$172,000","$175,100"
237,3 - 3866 NESS AVE,7208232500,2017,6,"$185,000","$188,300"
237,7 - 3866 NESS AVE,7208232900,2016,9,"$182,000","$188,200"
230,1 - 3867 NESS AVE,7208332700,2017,9,"$177,000","$179,100"
230,3 - 3867 NESS AVE,7208332500,2016,5,"$183,000","$188,300"
237,1 - 3868 NESS AVE,7208233100,2016,6,"$174,900","$180,100"
237,4 - 3868 NESS AVE,7208233400,2016,4,"$140,000","$143,900"
237,1 - 3888 NESS AVE,7208234700,2017,11,"$184,000","$185,500"
237,6 - 3888 NESS AVE,7208235200,2016,5,"$200,000","$205,800"
237,4 - 3890 NESS AVE,7208235600,2017,3,"$187,000","$191,500"
237,6 - 3890 NESS AVE,7208235800,2017,1,"$194,000","$199,400"
237,4 - 3892 NESS AVE,7208236200,2017,7,"$182,000","$184,900"
230,4 - 3893 NESS AVE,7208335400,2017,11,"$160,000","$161,300"
63,15 - 120 NIAKWA RD,8002175500,2016,3,"$155,000","$159,200"
63,18 - 120 NIAKWA RD,8002175800,2017,2,"$163,500","$167,800"
63,32 - 120 NIAKWA RD,8002177200,2017,6,"$145,000","$147,600"
63,37 - 120 NIAKWA RD,8002177700,2018,1,"$142,500","$143,100"
63,68 - 120 NIAKWA RD,8002180800,2016,7,"$150,000","$154,700"
63,8 - 120 NIAKWA RD,8002174800,2016,8,"$155,000","$160,100"
189,201 - 160 NIAKWA RD,8002197200,2017,3,"$410,000","$414,900"
189,402 - 160 NIAKWA RD,8002198100,2016,11,"$460,000","$467,400"
189,402 - 160 NIAKWA RD,8002198100,2018,3,"$420,000","$420,000"
189,501 - 160 NIAKWA RD,8002198400,2016,2,"$339,900","$343,000"
189,504 - 160 NIAKWA RD,8002198300,2017,5,"$302,000","$305,000"
496,1 - 406 NOTRE DAME AVE,13096054600,2016,7,"$92,000","$93,300"
496,10 - 406 NOTRE DAME AVE,13096055700,2016,8,"$127,500","$129,400"
496,12 - 406 NOTRE DAME AVE,13096055800,2016,3,"$110,000","$111,100"
496,4 - 406 NOTRE DAME AVE,13096055100,2017,4,"$122,500","$123,800"
496,7 - 406 NOTRE DAME AVE,13096055000,2017,1,"$101,000","$102,400"
572,11 - 630 NOTRE DAME AVE,13096103000,2017,10,"$146,000","$146,700"
572,4 - 630 NOTRE DAME AVE,13096102300,2016,7,"$79,900","$81,000"
572,6 - 630 NOTRE DAME AVE,13096102500,2017,11,"$100,000","$100,400"
145,104 - 20 NOVAVISTA DR,8005705500,2016,4,"$171,000","$172,900"
145,301 - 20 NOVAVISTA DR,8005708100,2017,5,"$154,000","$155,500"
145,208 - 24 NOVAVISTA DR,8005706500,2017,8,"$155,000","$156,100"
145,310 - 28 NOVAVISTA DR,8005708400,2017,9,"$160,000","$161,000"
145,311 - 28 NOVAVISTA DR,8005707400,2016,8,"$147,000","$149,200"
145,214 - 32 NOVAVISTA DR,8005704500,2018,1,"$160,000","$160,300"
145,217 - 36 NOVAVISTA DR,8005703200,2017,6,"$155,000","$156,400"
145,320 - 36 NOVAVISTA DR,8005703400,2016,1,"$171,500","$172,900"
841,16 - 70 OAK FOREST CRES,7569134630,2016,8,"$443,433","$458,100"
841,22 - 70 OAK FOREST CRES,7569134645,2017,12,"$418,952","$421,500"
841,42 - 70 OAK FOREST CRES,7569134695,2017,6,"$404,772","$412,100"
841,48 - 70 OAK FOREST CRES,7569134710,2016,7,"$426,119","$439,300"
841,52 - 70 OAK FOREST CRES,7569134720,2016,7,"$397,020","$409,300"
593,29 - 381 OAK FOREST CRES,7569063000,2016,10,"$425,000","$439,900"
593,33 - 381 OAK FOREST CRES,7569062800,2018,3,"$530,000","$530,000"
592,5 - 390 OAK FOREST CRES,7569083500,2016,11,"$870,000","$898,700"
592,9 - 390 OAK FOREST CRES,7569083700,2016,6,"$530,000","$545,900"
149,1 - 403 OAKDALE DR,1002085900,2017,6,"$145,000","$147,600"
149,24 - 403 OAKDALE DR,1002086000,2016,7,"$181,000","$186,600"
149,24 - 403 OAKDALE DR,1002086000,2017,5,"$175,000","$178,500"
149,8 - 403 OAKDALE DR,1002086800,2018,2,"$117,000","$117,200"
149,9 - 403 OAKDALE DR,1002085500,2018,1,"$145,000","$145,600"
149,12 - 405 OAKDALE DR,1002088600,2016,7,"$164,900","$170,000"
149,14 - 405 OAKDALE DR,1002089500,2016,11,"$174,000","$179,700"
149,2 - 405 OAKDALE DR,1002089000,2016,5,"$158,000","$162,600"
149,20 - 405 OAKDALE DR,1002088100,2017,7,"$134,000","$136,100"
149,3 - 405 OAKDALE DR,1002087700,2016,10,"$119,000","$123,200"
149,10 - 407 OAKDALE DR,1002090900,2016,3,"$187,000","$192,000"
149,13 - 407 OAKDALE DR,1002090300,2017,3,"$132,500","$135,700"
149,13 - 407 OAKDALE DR,1002090300,2017,10,"$176,000","$177,800"
149,15 - 407 OAKDALE DR,1002090400,2017,8,"$144,900","$146,900"
149,8 - 407 OAKDALE DR,1002090800,2017,6,"$132,500","$134,900"
149,18 - 409 OAKDALE DR,1002093600,2016,11,"$180,000","$185,900"
911,3 - 304 OAKVIEW AVE,2062807520,2016,5,"$263,900","$271,600"
384,17 - 20 ORCHARD HILL DR,6005009500,2016,7,"$350,000","$360,900"
384,8 - 20 ORCHARD HILL DR,6005010500,2016,6,"$367,000","$378,000"
308,101 - 376 OSBORNE ST,12020017100,2016,2,"$164,000","$165,500"
308,106 - 376 OSBORNE ST,12020017900,2017,9,"$175,000","$176,100"
308,110 - 376 OSBORNE ST,12020017700,2016,11,"$195,000","$198,100"
308,112 - 376 OSBORNE ST,12020017600,2016,5,"$204,500","$207,000"
308,202 - 376 OSBORNE ST,12020019500,2016,6,"$220,000","$222,900"
308,210 - 376 OSBORNE ST,12020019100,2017,9,"$175,000","$176,100"
308,406 - 376 OSBORNE ST,12020022100,2016,11,"$160,850","$163,400"
308,410 - 376 OSBORNE ST,12020021900,2016,5,"$170,000","$172,000"
308,510 - 376 OSBORNE ST,12020023300,2017,6,"$178,500","$180,100"
308,512 - 376 OSBORNE ST,12020023200,2017,2,"$190,000","$192,500"
308,602 - 376 OSBORNE ST,12020025100,2017,11,"$213,500","$214,400"
308,713 - 376 OSBORNE ST,12020025800,2016,11,"$199,900","$203,100"
308,805 - 376 OSBORNE ST,12020026800,2016,9,"$178,000","$180,800"
688,8 - 455 OSBORNE ST,12097748900,2016,9,"$123,500","$125,500"
637,1 - 495 OSBORNE ST,12097737800,2017,7,"$168,800","$170,200"
637,8 - 495 OSBORNE ST,12097738500,2017,1,"$139,000","$140,900"
573,2 - 521 OSBORNE ST,12097653600,2016,6,"$170,000","$172,200"
573,4 - 521 OSBORNE ST,12097653800,2016,9,"$175,000","$177,800"
736,5 - 523 OSBORNE ST,12097772100,2017,2,"$115,000","$116,500"
736,9 - 523 OSBORNE ST,12097772500,2017,2,"$115,000","$116,500"
293,A - 778 OSBORNE ST,12001383800,2016,11,"$159,000","$164,200"
293,E - 778 OSBORNE ST,12001384200,2017,11,"$170,000","$171,400"
99,2 - 50 PADDINGTON RD,8007355400,2016,12,"$183,500","$189,000"
99,26 - 50 PADDINGTON RD,8007356500,2017,7,"$174,900","$177,700"
99,28 - 50 PADDINGTON RD,8007356100,2017,8,"$172,900","$175,300"
99,2 - 58 PADDINGTON RD,8007358600,2016,10,"$177,500","$183,700"
99,21 - 58 PADDINGTON RD,8007358800,2018,3,"$148,000","$148,000"
99,26 - 62 PADDINGTON RD,8007358100,2017,6,"$166,900","$169,900"
99,2 - 66 PADDINGTON RD,8007353800,2016,7,"$160,000","$165,000"
99,24 - 66 PADDINGTON RD,8007355000,2016,5,"$170,000","$174,900"
99,1 - 70 PADDINGTON RD,8007352100,2016,10,"$158,500","$164,000"
99,3 - 70 PADDINGTON RD,8007352500,2016,3,"$175,500","$180,200"
99,6 - 70 PADDINGTON RD,8007352400,2017,12,"$167,900","$168,900"
863,201 - 215 PANDORA AVE W,9010462900,2016,6,"$245,000","$248,200"
863,212 - 215 PANDORA AVE W,9010464300,2017,4,"$235,000","$237,600"
863,305 - 215 PANDORA AVE W,9010465000,2017,9,"$225,000","$226,400"
863,312 - 215 PANDORA AVE W,9010466200,2016,11,"$242,500","$246,400"
863,416 - 215 PANDORA AVE W,9010467900,2017,1,"$177,000","$179,500"
863,418 - 215 PANDORA AVE W,9010467800,2016,9,"$245,900","$249,800"
891,6 - 409 PANDORA AVE W,9010473505,2017,11,"$249,900","$251,900"
891,1 - 415 PANDORA AVE W,9010473510,2016,5,"$247,901","$255,100"
891,1 - 419 PANDORA AVE W,9010473540,2017,8,"$245,000","$248,400"
891,6 - 425 PANDORA AVE W,9010473595,2018,3,"$246,000","$246,000"
809,2 - 435 PANDORA AVE W,9010472955,2018,2,"$261,000","$261,500"
809,6 - 435 PANDORA AVE W,9010472975,2016,7,"$257,900","$265,900"
809,2 - 449 PANDORA AVE W,9010473045,2018,3,"$246,800","$246,800"
809,3 - 455 PANDORA AVE W,9010473080,2016,11,"$284,000","$293,400"
809,5 - 455 PANDORA AVE W,9010473090,2016,11,"$261,000","$269,600"
965,301 - 255 PEGUIS ST,4007260360,2016,8,"$288,972","$298,500"
965,401 - 255 PEGUIS ST,4007260370,2017,12,"$275,861","$277,500"
965,402 - 255 PEGUIS ST,4007260375,2017,12,"$293,508","$295,300"
965,404 - 255 PEGUIS ST,4007260385,2017,11,"$283,333","$285,600"
965,405 - 255 PEGUIS ST,4007260390,2018,3,"$300,788","$300,800"
965,406 - 255 PEGUIS ST,4007260395,2018,1,"$280,911","$282,000"
965,407 - 255 PEGUIS ST,4007260400,2017,12,"$280,910","$282,600"
965,408 - 255 PEGUIS ST,4007260405,2018,1,"$296,512","$297,700"
965,409 - 255 PEGUIS ST,4007260410,2017,8,"$292,354","$296,400"
965,410 - 255 PEGUIS ST,4007260415,2017,6,"$294,515","$299,800"
965,601 - 255 PEGUIS ST,4007260420,2017,1,"$298,941","$307,300"
965,602 - 255 PEGUIS ST,4007260425,2016,10,"$283,298","$293,200"
965,603 - 255 PEGUIS ST,4007260430,2017,5,"$292,400","$298,200"
965,604 - 255 PEGUIS ST,4007260435,2016,10,"$283,333","$293,200"
965,605 - 255 PEGUIS ST,4007260440,2017,6,"$279,942","$285,000"
